URL,Version,Status,OIDs,Name,Title,Description,Used
http://loinc.org,3.0.1,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ValueSet/heartland-monitoring-observation-code-vs"
https://fhir.heartlandprotocol.org/CodeSystem/heartland-evidence-level,0.1.0,active,,HeartlandEvidenceLevel,HEARTLAND Evidence Level,"Three-tiered transparency labels distinguishing evidence strength behind HEARTLAND Protocol v3.2 recommendations, helping clinicians calibrate clinical decisions.","ValueSet/heartland-evidence-level-vs"
https://fhir.heartlandprotocol.org/CodeSystem/heartland-implementation-tier,0.1.0,active,,HeartlandImplementationTier,HEARTLAND Implementation Tier,"Facility implementation tiers from HEARTLAND Protocol v3.2 Module 8. Tiers reflect available resources (staffing, technology, financial navigation) and dictate which protocol components are operationally feasible at a given site.","ValueSet/heartland-implementation-tier-vs"
https://fhir.heartlandprotocol.org/CodeSystem/heartland-monitoring-track,0.1.0,active,,HeartlandMonitoringTrack,HEARTLAND Monitoring Track,"Patient-level remote monitoring track assignment from HEARTLAND Protocol v3.2 Module 5. Both tracks follow identical clinical algorithms, differing only in data collection method.","ValueSet/heartland-monitoring-track-vs"
https://fhir.heartlandprotocol.org/CodeSystem/heartland-risk-tier,0.1.0,active,,HeartlandRiskTier,HEARTLAND Risk Tier,"Qualitative risk stratification tiers from the HEARTLAND Protocol v3.2 risk score (0-18 points). Used in HeartlandRiskAssessment.prediction.qualitativeRisk.","ValueSet/heartland-risk-tier-vs"
